sequence.identifier,background.identifier,vehicle1.identifier,vehicle1.trajectory,vehicle1.appearance_change,vehicle1.shadowed,vehicle1.dust,vehicle2.identifier,vehicle2.trajectory,vehicle2.appearance_change,vehicle2.shadowed,vehicle2.dust,vehicle3.identifier,vehicle3.trajectory,vehicle3.appearance_change,vehicle3.shadowed,vehicle3.dust,vehicle4.identifier,vehicle4.trajectory,vehicle4.appearance_change,vehicle4.shadowed,vehicle4.dust,vehicle5.identifier,vehicle5.trajectory,vehicle5.appearance_change,vehicle5.shadowed,vehicle5.dust,man1.identifier,man1.trajectory,man1.appearance_change,man1.shadowed,man2.identifier,man2.trajectory,man2.appearance_change,man2.shadowed,man3.identifier,man3.trajectory,man3.appearance_change,man3.shadowed,man4.identifier,man4.trajectory,man4.appearance_change,man4.shadowed,man5.identifier,man5.trajectory,man5.appearance_change,man5.shadowed,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,distractors.light_reflexion,distractors.blinking_light,occultants.solid_level,occultants.semi_transparent_level,camera.vibration,camera.focal_change,camera.pan_motion,camera.tilt_motion,camera.altitude,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.picture_width,signal_quality.picture_height,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
244,0,1,0,0,0,0,1,4,0,0,0,13,1,0,0,0,8,4,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501277,0.0226855,0.323715,0.331277,0,0,0.489235,0.769932,0,0,0,0,1.2,0.906313,0.137439,0.0725807,0.0382276,0,0,1280,720,0,111.343,89.2158,133.647,0.551239,116.548,25.7594,0,0,0,0,0,0,0
245,0,11,6,0,0,0,8,0,0,0,0,7,0,0,0,0,0,6,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378013,0.000300169,0.64943,0.47714,0,0,0.00343382,0.757107,0,0,0,0,1.2,0.926219,0.0648401,0.153058,0.12031,0,0,1280,720,0,80.7563,81.723,142.989,21.2373,126.886,13.5959,0,0,0,0,0,0,0
246,0,4,4,0,0,0,4,5,0,0,0,8,7,0,0,0,10,4,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316604,0.00246702,0.742877,0.769862,0,0,0.541813,0.682887,0,0,0,0,1.2,0.546322,0.000304148,0.145083,0,0,0,1280,720,0,126.386,65.9815,127.82,30.3038,125.372,17.2079,0,0,0,0,0,0,0
247,0,0,3,0,0,0,8,7,0,0,0,13,5,0,0,0,14,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152141,0.122488,0.156587,0.421017,0,0,0.0119653,0.0587122,0,0,0,0,1.2,0.24244,0.13747,0.0767444,0,0,0,1280,720,0,154.624,17.9837,135.251,17.4159,137.982,3.42162,0,0,0,0.699861,0,0,0
248,0,5,5,0,0,0,4,6,0,0,0,11,0,0,0,0,15,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698935,0.0011297,0.334468,0.845738,0,0,0.567274,0.0716149,0,0,0,0,1.2,0.718552,0.743872,0.616334,0,0,0,1280,720,0,167.913,59.5623,142.336,17.9066,112.197,15.6152,0,0,0,0.504217,0,0,0
249,0,12,7,0,0,0,14,6,0,0,0,10,5,0,0,0,2,5,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793544,0.316551,0.445597,0.135797,0,0,0.818777,0.690818,0,0,0,0,1.2,0.603554,0.0124579,0.346707,0,0,0,1280,720,0,169.692,31.6302,116.718,31.6649,125.439,27.5692,0,0,0,0,0,0,0
250,0,9,1,0,0,0,1,2,0,0,0,6,1,0,0,0,8,6,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151735,0.0510913,0.732824,0.14974,0,0,0.332007,0.338827,0,0,0,0,1.2,0.256315,0.10583,0.0296903,0,0,0,1280,720,0,97.7235,82.3395,132.128,8.1504,128.135,16.5452,0,0,0,0,0,0,0
251,0,14,5,0,0,0,4,0,0,0,0,7,6,0,0,0,6,2,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218154,0.260846,0.0899848,0.126519,0,0,0.453695,0.817494,0,0,0,0,1.2,0.222757,0.016567,0.0121788,0,0,0,1280,720,0,150.521,83.9707,113.334,17.8504,133.703,25.4684,0,0,0,0,0,0,0
252,0,0,4,0,0,0,9,3,0,0,0,11,0,0,0,0,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40889,0.0531982,0.140855,0.191448,0,0,0.813849,0.220841,0,0,0,0,1.2,0.807836,0.311308,0.429642,0,0,0,1280,720,0,159.16,20.6463,119.785,14.0498,131.14,13.1833,0,0,0,0,0,0,0
253,0,7,5,0,0,0,6,2,0,0,0,2,6,0,0,0,10,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563177,0.153347,0.665054,0.305066,0,0,0.832171,0.5458,0,0,0,0,1.2,0.626915,0.248306,0.00120443,0,0,0,1280,720,0,104.846,83.679,139.474,8.93221,138.472,23.0381,0,0,0,0,0,0,0
254,0,7,5,0,0,0,14,3,0,0,0,5,3,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468159,0.785557,0.111451,0.592071,0,0,0.146193,0.351734,0,0,0,0,1.2,0.922039,0.0632033,0.0612824,0.0896072,0,0,1280,720,0,115.654,7.74967,135.777,4.01796,141.487,30.7041,0,0,0,0,0,0,0
255,0,7,5,0,0,0,8,7,0,0,0,0,6,0,0,0,6,3,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309834,0.198571,0.829845,0.970546,0,0,0.342557,0.817945,0,0,0,0,1.2,0.453288,0.133323,0.111619,0,0,0,1280,720,0,107.778,31.5967,126.902,9.98866,143.77,17.7595,0,0,0.589844,0,0,0,1
257,0,8,4,0,0,0,11,4,0,0,0,6,3,0,0,0,9,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390609,0.0197519,0.617142,0.941194,0,0,0.68935,0.784426,0,0,0,0,1.2,0.873271,0.228974,0.0149965,0,0,0,1280,720,0,110.447,58.0934,114.405,2.86721,136.99,11.0088,0,0,0,0,0.42657,0,0
258,0,7,3,0,0,0,2,5,0,0,0,10,3,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33363,0.361926,0.813212,0.224285,0,0,0.18104,0.653865,0,0,0,0,1.2,0.746927,0.787857,0.101515,0,0,0,1280,720,0,147.982,57.313,112.976,25.1366,135.983,28.6743,0,0,0.546103,0,0,0,1
259,0,0,1,0,0,0,3,7,0,0,0,3,7,0,0,0,2,2,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182842,0.00349723,0.624363,0.328945,0,0,0.883596,0.0510118,0,0,0,0,1.2,0.57234,0.620883,0.0340168,0,0,0,1280,720,0,132.234,87.2383,115.381,5.9976,132.614,14.1547,0,0,0,0,0.161535,0,0
260,0,9,7,0,0,0,1,7,0,0,0,14,7,0,0,0,7,7,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348525,0.00387732,0.454132,0.792055,0,0,0.903578,0.60064,0,0,0,0,1.2,0.309443,0.0449612,0.155289,0,0,0,1280,720,0,95.8028,41.7423,121.518,13.1205,114.442,10.6853,0,0,0,0,0,0,0
261,0,2,4,0,0,0,3,6,0,0,0,6,2,0,0,0,3,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416748,0.0620696,0.857469,0.822379,0,0,0.481175,0.710796,0,0,0,0,1.2,0.705751,0.187256,0.356082,0,0,0,1280,720,0,112.748,60.4965,120.958,29.6543,128.678,24.1813,0,0,0,0,0,0,0
262,0,0,6,0,0,0,4,6,0,0,0,13,6,0,0,0,8,7,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247996,0.0402514,0.115499,0.351805,0,0,0.00456195,0.350032,0,0,0,0,1.2,0.347877,0.0045639,0.0240127,0,0,0,1280,720,0,175.34,27.7541,142.07,1.21424,131.72,14.5541,0,0,0,0,0,0.680729,0
263,0,11,3,0,0,0,1,0,0,0,0,2,7,0,0,0,13,7,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04252,0.371798,0.745381,0.10805,0,0,0.897621,0.645696,0,0,0,0,1.2,0.540527,0.173647,0.588853,0,0,0,1280,720,0,175.882,46.1799,126.747,30.2319,132.292,6.42277,0,0,0,0,0,0,0
264,0,4,0,0,0,0,6,4,0,0,0,13,3,0,0,0,0,1,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179616,0.0763939,0.202926,0.959779,0,0,0.456102,0.713689,0,0,0,0,1.2,0.956816,0.620906,0.200431,0.00580143,0,0,1280,720,0,137.466,33.3392,134.922,13.3869,134.674,16.9841,0,0,0,0,0,0,0
265,0,6,0,0,0,0,3,5,0,0,0,6,2,0,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515841,0.00734207,0.503308,0.0748028,0,0,0.665429,0.422171,0,0,0,0,1.2,0.706963,0.301024,0.169297,0,0,0,1280,720,0,102.548,22.3283,131.706,7.60011,120.828,21.2758,0,0,0.624013,0,0,0,1
266,0,6,0,0,0,0,13,3,0,0,0,3,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779341,0.223553,0.242439,0.354068,0,0,0.211951,0.987449,0,0,0,0,1.2,0.91274,0.527268,0.133945,0.311086,0,0,1280,720,0,97.3078,25.4217,119.944,28.044,120.423,30.9618,0,0,0,0,0,0,0
267,0,0,0,0,0,0,12,4,0,0,0,9,6,0,0,0,15,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132039,0.202167,0.513972,0.361927,0,0,0.252339,0.216508,0,0,0,0,1.2,0.904094,0.272037,0.450645,0.0425549,0,0,1280,720,0,146.866,84.9083,131.191,8.70445,122.72,18.1399,0,0,0,0.656446,0,0,0
268,0,7,3,0,0,0,4,2,0,0,0,7,2,0,0,0,15,6,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396088,0.0371282,0.502575,0.905987,0,0,0.951414,0.780448,0,0,0,0,1.2,0.558057,0.0582397,0.0126565,0,0,0,1280,720,0,157.292,40.9994,138.94,13.8207,112.463,11.7183,0,0.656632,0,0,0,0,0
269,0,11,4,0,0,0,7,6,0,0,0,8,4,0,0,0,10,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916697,0.0667101,0.285912,0.231847,0,0,0.559911,0.418039,0,0,0,0,1.2,0.283799,0.0557925,0.0710576,0,0,0,1280,720,0,138.978,54.4541,113.089,9.86133,134.471,25.5272,0,0,0,0,0,0,0
270,0,15,1,0,0,0,4,0,0,0,0,8,3,0,0,0,9,5,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929049,0.107073,0.85337,0.0704466,0,0,0.919227,0.204073,0,0,0,0,1.2,0.707558,0.638981,0.147836,0,0,0,1280,720,0,97.3437,52.6688,112.412,18.4275,115.419,20.4045,0,0,0,0,0,0,0
271,0,10,1,0,0,0,15,0,0,0,0,11,0,0,0,0,0,3,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171691,0.00110008,0.314255,0.751099,0,0,0.793578,0.587337,0,0,0,0,1.2,0.782262,0.224575,0.14661,0,0,0,1280,720,0,172.494,51.731,142.712,13.177,119.438,15.8208,0,0,0,0,0,0.460402,0
272,0,12,5,0,0,0,11,6,0,0,0,10,0,0,0,0,1,6,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195765,0.0312634,0.425446,0.686486,0,0,0.472251,0.310558,0,0,0,0,1.2,0.769494,0.0171963,0.139001,0,0,0,1280,720,0,156.665,28.1767,115.031,9.58252,124.492,30.2734,0,0,0,0,0,0,0
273,0,15,0,0,0,0,7,5,0,0,0,1,0,0,0,0,12,2,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843278,0.0266836,0.382755,0.475745,0,0,0.442548,0.0613597,0,0,0,0,1.2,0.646462,0.122425,0.00253946,0,0,0,1280,720,0,93.4544,59.2508,126.744,23.0295,139.201,21.4489,0,0,0,0,0,0,0
274,0,14,6,0,0,0,9,3,0,0,0,4,1,0,0,0,10,2,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148431,0.00429387,0.782995,0.0882459,0,0,0.753105,0.90876,0,0,0,0,1.2,0.837771,0.0181404,0.285511,0,0,0,1280,720,0,159.906,49.9672,131.981,13.8462,122.617,24.4033,0,0,0,0,0,0,0
275,0,6,2,0,0,0,7,7,0,0,0,5,0,0,0,0,5,7,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866023,0.365991,0.0654199,0.0136145,0,0,0.921313,0.569571,0,0,0,0,1.2,0.757505,0.157104,0.06626,0,0,0,1280,720,0,107.148,84.1522,138.661,30.8388,129.846,6.05079,0,0.395453,0.664252,0,0.315395,0,1
276,0,6,4,0,0,0,2,7,0,0,0,4,4,0,0,0,13,4,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399568,0.0318913,0.573207,0.648775,0,0,0.32136,0.469052,0,0,0,0,1.2,0.538479,0.145358,0.139274,0,0,0,1280,720,0,156.144,90.3694,112.768,23.2517,116.462,27.6123,0,0,0.235837,0,0,0,1
277,0,4,2,0,0,0,15,6,0,0,0,12,6,0,0,0,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217994,0.0574541,0.238913,0.646772,0,0,0.276424,0.507494,0,0,0,0,1.2,0.462175,0.010369,0.0220989,0,0,0,1280,720,0,131.662,56.4327,116.919,29.571,125.725,31.0165,0,0,0,0,0,0,0
278,0,3,3,0,0,0,9,2,0,0,0,10,2,0,0,0,2,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825012,0.0474157,0.544836,0.305051,0,0,0.961092,0.280721,0,0,0,0,1.2,0.991496,0.305177,0.167154,0.0735609,0,0,1280,720,0,84.4032,92.786,114.601,18.3504,134.532,22.1849,0,0,0,0,0,0,0
279,0,3,3,0,0,0,2,0,0,0,0,13,2,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675995,0.050796,0.91076,0.0408937,0,0,0.0785058,0.513786,0,0,0,0,1.2,0.79536,0.721218,0.104369,0,0,0,1280,720,0,83.7696,60.082,114.062,28.4756,142.927,31.3815,0,0,0,0,0,0,0
280,0,8,4,0,0,0,8,0,0,0,0,14,1,0,0,0,13,2,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593051,0.209225,0.965174,0.789031,0,0,0.177841,0.765371,0,0,0,0,1.2,0.804945,0.147591,0.319802,0,0,0,1280,720,0,134.785,80.5792,137.068,6.94185,130.597,17.1225,0,0,0,0,0,0,0
281,0,7,2,0,0,0,15,3,0,0,0,12,3,0,0,0,2,2,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507018,0.0170792,0.215352,0.0718799,0,0,0.759605,0.8141,0,0,0,0,1.2,0.787409,0.00178518,0.942535,0,0,0,1280,720,0,169.697,42.6241,132.3,13.0259,113.353,12.2644,0,0,0,0,0,0,0
282,0,11,6,0,0,0,14,7,0,0,0,14,0,0,0,0,9,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850635,0.0362553,0.567523,0.522147,0,0,0.29721,0.103279,0,0,0,0,1.2,0.634213,0.00767353,0.400102,0,0,0,1280,720,0,120.42,29.5895,143.287,7.53812,141.97,29.1685,0,0,0,0,0,0,0
283,0,3,3,0,0,0,13,4,0,0,0,6,4,0,0,0,4,6,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548975,0.212747,0.503957,0.63432,0,0,0.723535,0.215666,0,0,0,0,1.2,0.888802,0.0041248,0.0226569,0,0,0,1280,720,0,139.12,0.686702,132.192,31.8237,138.907,18.5449,0,0,0,0,0,0,0
284,0,3,1,0,0,0,15,3,0,0,0,3,2,0,0,0,12,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191363,0.012623,0.839029,0.92059,0,0,0.0433784,0.00319671,0,0,0,0,1.2,0.255605,0.156758,0.163482,0,0,0,1280,720,0,161.014,43.4445,123.856,20.1293,114.319,27.7003,0,0,0,0,0,0,0
285,0,7,6,0,0,0,6,4,0,0,0,7,7,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720677,0.0929122,0.92153,0.707566,0,0,0.484241,0.709739,0,0,0,0,1.2,0.129173,0.0265136,0.00390091,0,0,0,1280,720,0,148.469,57.0939,124.544,12.3752,119.365,10.4426,0,0,0,0,0,0,0
286,0,12,7,0,0,0,12,2,0,0,0,6,4,0,0,0,11,4,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745848,0.0174685,0.0476151,0.235382,0,0,0.760064,0.199119,0,0,0,0,1.2,0.764116,0.091988,0.142374,0,0,0,1280,720,0,95.5779,40.0369,133.237,9.26019,139.995,17.2034,0,0,0,0,0,0,0
287,0,11,1,0,0,0,2,5,0,0,0,14,7,0,0,0,11,1,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504494,0.0924826,0.288157,0.325584,0,0,0.815011,0.155386,0,0,0,0,1.2,0.146778,0.101424,0.392188,0,0,0,1280,720,0,135.455,12.1344,116.503,0.735659,121.664,29.386,0,0,0,0,0,0,0
288,0,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,7,5,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229218,0.00586858,0.557355,0.00568609,0,0,0.555783,0.402856,0,0,0,0,1.2,0.442805,0.255955,0.377604,0,0,0,1280,720,0,87.5539,62.8196,118.914,11.8722,140.645,25.513,0,0,0,0,0,0,0
289,0,10,0,0,0,0,10,6,0,0,0,10,3,0,0,0,13,7,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445163,0.0632697,0.614125,0.282268,0,0,0.447104,0.783285,0,0,0,0,1.2,0.188158,0.663647,0.636559,0,0,0,1280,720,0,169.97,81.2355,120.847,6.6066,114.901,26.6484,0,0,0,0,0,0,0
290,0,6,0,0,0,0,7,6,0,0,0,14,1,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143369,0.0715375,0.245055,0.739532,0,0,0.293733,0.775718,0,0,0,0,1.2,0.719819,0.0581799,0.0262768,0,0,0,1280,720,0,148.514,19.5869,128.484,6.89206,135.989,26.7941,0,0,0,0,0,0,0
291,0,11,7,0,0,0,2,5,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206826,0.0108286,0.670539,0.25309,0,0,0.668708,0.357826,0,0,0,0,1.2,0.107229,0.227844,0.0209508,0,0,0,1280,720,0,116.756,64.9934,122.176,0.152001,121.451,25.8703,0,0,0,0,0,0,0
292,0,13,1,0,0,0,7,5,0,0,0,2,5,0,0,0,11,5,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037646,0.296016,0.518971,0.660688,0,0,0.389188,0.313203,0,0,0,0,1.2,0.68862,0.0050563,0.0858653,0,0,0,1280,720,0,134.017,62.5425,125.62,0.818609,125.67,22.0812,0,0,0,0,0.590926,0,0
293,0,0,4,0,0,0,14,7,0,0,0,6,3,0,0,0,9,3,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376564,0.0675475,0.473008,0.770605,0,0,0.322614,0.889787,0,0,0,0,1.2,0.959643,0.466001,0.13263,0.332953,0,0,1280,720,0,102.68,77.3056,122.231,29.8204,140.622,10.1597,0,0,0,0,0,0,0
294,0,11,2,0,0,0,15,5,0,0,0,10,2,0,0,0,10,1,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995582,0.0253707,0.360501,0.879365,0,0,0.684091,0.604695,0,0,0,0,1.2,0.345914,0.257086,0.074423,0,0,0,1280,720,0,83.9187,5.66269,116.598,28.0002,122.062,2.40395,0,0,0,0,0,0,0
295,0,3,6,0,0,0,8,4,0,0,0,12,7,0,0,0,1,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328109,0.0102052,0.886344,0.324444,0,0,0.706614,0.784857,0,0,0,0,1.2,0.951533,0.400772,0.146824,0.33127,0,0,1280,720,0,140.092,18.6439,130.024,26.8159,129.041,16.9751,0,0,0,0,0,0,0
296,0,14,0,0,0,0,3,2,0,0,0,1,5,0,0,0,11,2,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256561,0.127752,0.965556,0.852042,0,0,0.272858,0.198285,0,0,0,0,1.2,0.523711,0.000889593,0.177208,0,0,0,1280,720,0,92.0417,63.7948,128.992,27.1148,133.714,16.1287,0,0,0,0,0,0,0
297,0,1,1,0,0,0,7,7,0,0,0,6,5,0,0,0,13,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433156,0.0906126,0.61612,0.43517,0,0,0.361282,0.193503,0,0,0,0,1.2,0.43762,0.0530111,0.0219718,0,0,0,1280,720,0,97.4261,68.4185,129.001,11.5358,117.548,19.4505,0,0,0,0,0,0,0
298,0,2,6,0,0,0,14,4,0,0,0,5,1,0,0,0,13,7,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323775,0.000102554,0.752818,0.487636,0,0,0.109266,0.615814,0,0,0,0,1.2,0.872297,0.090265,0.0522844,0,0,0,1280,720,0,131.656,43.6027,142.895,16.8841,136.164,8.58471,0,0,0,0,0,0,0
299,0,12,7,0,0,0,11,4,0,0,0,15,0,0,0,0,8,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161876,0.0028188,0.728807,0.650274,0,0,0.321717,0.527753,0,0,0,0,1.2,0.625998,0.220878,0.204506,0,0,0,1280,720,0,128.008,48.2121,143.489,29.667,127.948,17.7575,0,0,0,0,0,0,0
300,0,10,2,0,0,0,3,4,0,0,0,12,3,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326955,0.000171584,0.0356139,0.328582,0,0,0.115578,0.49598,0,0,0,0,1.2,0.442854,0.0220053,0.0197027,0,0,0.416812,1280,720,0,155.814,56.6375,130.99,0.0575389,142.31,20.6022,0,0,0,0,0,0,0
301,0,15,0,0,0,0,12,3,0,0,0,12,6,0,0,0,8,7,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297509,0.0911169,0.188506,0.0999085,0,0,0.122556,0.906077,0,0,0,0,1.2,0.537781,0.160521,0.00996794,0,0,0,1280,720,0,125.507,86.4465,119.557,24.2195,112.603,30.6751,0,0,0,0,0,0,0
302,0,0,3,0,0,0,5,2,0,0,0,0,5,0,0,0,1,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338134,0.00473009,0.883676,0.183594,0,0,0.316929,0.309769,0,0,0,0,1.2,0.9987,0.0322963,0.334739,0.068303,0,0,1280,720,0,96.1434,52.7147,117.505,18.6612,136.916,28.7687,0,0,0,0,0,0,0
303,0,11,6,0,0,0,13,3,0,0,0,14,7,0,0,0,15,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208839,0.0117442,0.499374,0.338248,0,0,0.544653,0.813532,0,0,0,0,1.2,0.843362,0.419018,0.0794308,0,0,0,1280,720,0,129.292,82.5181,119.823,20.9893,134.382,1.5467,0,0,0,0.461952,0.847114,0,0
304,0,12,5,0,0,0,0,5,0,0,0,3,5,0,0,0,8,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117872,0.112787,0.86919,0.0784113,0,0,0.392078,0.280823,0,0,0,0,1.2,0.874712,0.0271994,0.798057,0,0,0,1280,720,0,123.421,54.1255,139.653,0.869822,128.981,7.04075,0,0,0,0,0,0,0
305,0,12,6,0,0,0,9,0,0,0,0,11,6,0,0,0,10,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477221,0.0609322,0.805259,0.145622,0,0,0.415383,0.659944,0,0,0,0,1.2,0.945717,0.0813233,0.0988131,0.28945,0,0,1280,720,0,99.1193,5.43909,142.35,11.2902,118.812,16.2217,0,0,0,0,0,0,0
